Source;Target;Place of sending;Place of receiving;Date of sending
skp010055;skp008594;Den Haag (nl);[Budberg (de)];1642-07-19
skp004810;skp008594;Den Haag (nl);[Budberg (de)];1642-07-19
epist0360;skp008594;Den Haag (nl);[Budberg (de)];1642-07-19
skp002959;skp008594;Den Haag (nl);[Budberg (de)];1642-07-20
skp024540;skp008594;Haarlem (nl);[Budberg (de)];1642-07-21
skp043450;skp008594;Den Haag (nl);[Budberg (de)];1642-07-22
skp013912;skp008594;Budberg (de);[Budberg (de)];1642-07-22
epist0428;skp008594;Den Haag (nl);[Budberg (de)];1642-07-22
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-07-23
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-07-24
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-07-25
skp008594;skp011582;Budberg (de);[Sedan (fr)];1642-07-25
epist0428;skp008594;Den Haag (nl);[Budberg (de)];1642-07-26
skp023913;skp008594;Maastricht (nl);[Budberg (de)];1642-07-26
skp008594;skp002959;Budberg (de);[Den Haag (nl)];1642-07-26
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-07-27
skp043450;skp008594;Den Haag (nl);[Budberg (de)];1642-07-27
skp007884;skp008594;Den Haag (nl);[Budberg (de)];1642-07-27
skp019342;skp008594;Den Haag (nl);[Budberg (de)];1642-07-27
skp008594;skp019286;Budberg (de);?;1642-07-28
skp008594;skp016418;Budberg (de);[Duisburg (de)];1642-07-30
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-07-30
skp024540;skp008594;Haarlem (nl);[Budberg (de)];1642-07-30
epist0220;skp008594;Wesel (de);[Budberg (de)];1642-07-31
skp008594;skp006847;Budberg (de);[Amsterdam (nl)];1642-08-01
skp002959;skp008594;Den Haag (nl);[Budberg (de)];1642-08-01
skp004779;skp008594;Nijmegen (nl);[Budberg (de)];1642-08-03
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-08-04
skp008594;skp031260;[Budberg (de)];[Den Haag (nl)];1642-08-05
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-08-06
skp027241;skp008594;Middelburg (nl);[Budberg (de)];1642-08-06
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-08-07
skp006847;skp008594;Den Haag (nl);[Budberg (de)];1642-08-07
skp042245;skp008594;Middelburg (nl);[Budberg (de)];1642-08-08
skp010055;skp008594;Den Haag (nl);[Budberg (de)];1642-08-09
epist0428;skp008594;Den Haag (nl);[Budberg (de)];1642-08-09
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-08-09
skp008894;skp008594;Middelburg (nl);[Budberg (de)];1642-08-10
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-08-12
skp004779;skp008594;Zaltbommel (nl);[Budberg (de)];1642-08-13
skp008594;skp010055;Budberg (de);[Den Haag (nl)];1642-08-14
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-08-16
epist0428;skp008594;Den Haag (nl);[Budberg (de)];1642-08-16
skp019342;skp008594;Den Haag (nl);[Budberg (de)];1642-08-16
skp002959;skp008594;Den Haag (nl);[Budberg (de)];1642-08-17
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-08-18
skp008594;skp019286;Budberg (de);?;1642-08-18
skp010055;skp008594;Den Haag (nl);[Budberg (de)];1642-08-18
skp008594;skp053485;[Budberg (de)];[Teylingen (nl)];1642-08-18
skp008594;skp024540;Budberg (de);[Haarlem (nl)];1642-08-19
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-08-20
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-08-22
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-08-22
skp010055;skp008594;Den Haag (nl);[Budberg (de)];1642-08-22
skp008594;skp012029;Budberg (de);[Leuven (be)];1642-08-25
skp019342;skp008594;Den Haag (nl);[Budberg (de)];1642-08-25
epist0402;skp008594;?;?;1642
skp010055;skp008594;Den Haag (nl);[Budberg (de)];1642-08-26
skp033818;skp008594;Gent (be);[Budberg (de)];1642-08-26
skp023913;skp008594;Liège (be);[Budberg (de)];1642-08-26
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-08-28
skp010055;skp008594;Den Haag (nl);[Budberg (de)];1642-08-28
skp008594;skp019286;[Budberg (de)];?;1642-08-29
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-08-29
skp023888;skp008594;Den Haag (nl);[Budberg (de)];1642-08-29
skp027241;skp008594;Den Haag (nl);[Budberg (de)];1642-08-30
epist0360;skp008594;?;[Budberg (de)];1642-08~
skp012029;skp008594;Leuven (be);[Budberg (de)];1642-08-30
skp042616;skp008594;Antwerpen (be);[Budberg (de)];1642-08-31
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-09-01
skp008594;skp006847;Budberg (de);[Amsterdam (nl)];1642-09-01
skp030996;skp008594;Den Haag (nl);[Budberg (de)];1642-09-03
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-09-03
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-09-04
skp010055;skp008594;Den Haag (nl);[Budberg (de)];1642-09-04
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-09-06
epist0428;skp008594;Den Haag (nl);[Budberg (de)];1642-09-06
skp010055;skp008594;Den Haag (nl);[Budberg (de)];1642-09-09
skp008594;skp007070;[Budberg (de)];[Bergen op Zoom (nl)];1642-09-11
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-09-11
epist0328;skp008594;Rhenen (nl);[Budberg (de)];1642-09-11
skp008594;skp010055;Budberg (de);[Den Haag (nl)];1642-09-13
skp010055;skp008594;[Den Haag (nl)];[Budberg (de)];1642-09-13
skp010055;skp008594;Den Haag (nl);[Budberg (de)];1642-09-14
epist0386;skp008594;Steenbergen (nl);[Budberg (de)];1642-09-14
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-09-14
skp010055;skp008594;Den Haag (nl);[Budberg (de)];1642-09-15
skp008594;skp002690;Budberg (de);[Den Haag (nl)];1642-09-15
skp008594;skp002690;Sonsbeck (de);[Den Haag (nl)];1642-09-16
skp024540;skp008594;Haarlem (nl);[Sonsbeck (de)];1642-09-16
skp010055;skp008594;Den Haag (nl);[Goch (de)];1642-09-17
skp008594;skp002690;Goch (de);[Den Haag (nl)];1642-09-17
skp010055;skp008594;Den Haag (nl);[Goch (de)];1642-09-17
skp008594;skp002690;Gennep (nl);[Den Haag (nl)];1642-09-19
skp010055;skp008594;Den Haag (nl);[Gennep (nl)];1642-09-19
skp039626;skp008594;Amersfoort (nl);[Gennep (nl)];1642-09-19
skp012772;skp008594;Nijmegen (nl);[Gennep (nl)];1642-09-20
skp010055;skp008594;Den Haag (nl);[Gennep (nl)];1642-09-20
skp010055;skp008594;Den Haag (nl);[Gennep (nl)];1642-09-20
skp008594;skp002690;Gennep (nl);[Den Haag (nl)];1642-09-20
epist0124;skp008594;Duisburg (de);[Den Haag (nl)];1642-09-26
skp038090;skp008594;Oosterwijk (nl);[Den Haag (nl)];1642-09-27
epist0039;skp008594;Jutphaas, Huis Oudegein (nl);[Den Haag (nl)];1642-10-02
epist0220;skp008594;?;?;1642-10
skp003290;skp008594;Leiden (nl);[Den Haag (nl)];1642-10-03
skp006847;skp008594;Amsterdam (nl);[Den Haag (nl)];1642-10-05
skp038090;skp008594;[Oosterwijk (nl)];[Den Haag (nl)];1642-10-05
skp023913;skp008594;Liège (be);[Den Haag (nl)];1642-10-11
skp032267;skp008594;?;?;1642-10
skp039791;skp008594;Oegstgeest (nl);[Den Haag (nl)];1642-10-13
skp003286;skp008594;Utrecht (nl);[Den Haag (nl)];1642-10-15
skp024540;skp008594;Den Haag (nl);[Den Haag (nl)];1642-10-18
skp002213;skp008594;Charleville (fr);[Den Haag (nl)];1642-10-22
skp022046;skp008594;Amsterdam (nl);[Den Haag (nl)];1642-11-02
skp023913;skp008594;Liège (be);[Den Haag (nl)];1642-11-11
epist0302;skp008594;Maastricht (nl);[Den Haag (nl)];1642-11-11
skp024540;skp008594;Haarlem (nl);[Den Haag (nl)];1642-11-11
skp006847;skp008594;Amsterdam (nl);[Den Haag (nl)];1642-11-11
skp017199;skp008594;Herck (be);[Den Haag (nl)];1642-11-13
epist0332;skp008594;Antwerpen (be);[Den Haag (nl)];1642-11-14
skp014163;skp008594;Sas van Gent (nl);[Den Haag (nl)];1642-11-16
epist0317;skp008594;Goes (nl);[Den Haag (nl)];1642-11-18
skp008594;skp006847;Den Haag (nl);[Amsterdam (nl)];1642-11-21
epist0304;skp008594;Paris (fr);[Den Haag (nl)];1642-11-22
skp003641;skp008594;Lisboa (pt);[Den Haag (nl)];1642-11-24
epist0453;skp008594;Kempen (de);[Den Haag (nl)];1642-11-29
skp008594;skp014665;Den Haag (nl);?;1642-12-01
skp041809;skp008594;Bergen op Zoom (nl);[Den Haag (nl)];1642-12-02
skp033818;skp008594;Gent (be);[Den Haag (nl)];1642-12-04
skp008594;skp009755;Den Haag (nl);[Leiden (nl)];1642-12-06
skp033493;skp008594;Leiden (nl);[Den Haag (nl)];1642-12-11
skp027178;skp008594;Arnhem (nl);[Den Haag (nl)];1642-12-12
skp008594;skp027178;Den Haag (nl);[Arnhem (nl)];1642-12-16
epist0127;skp008594;Oudkarspel (nl);[Den Haag (nl)];1642-12-17
skp008594;skp033493;[Den Haag (nl)];[Leiden (nl)];1642-12-18
skp033493;skp008594;Leiden (nl);[Den Haag (nl)];1642-12-18
epist0039;skp008594;Utrecht (nl);[Den Haag (nl)];1642-12-18
skp008594;skp033493;[Den Haag (nl)];[Leiden (nl)];1642-12-19
skp027241;skp008594;Middelburg (nl);[Den Haag (nl)];1643-01-02
skp008594;skp017073;Den Haag (nl);[Utrecht (nl)];1643-01-06
skp002959;skp008594;[Den Haag (nl)];[Den Haag (nl)];1643-01-12
skp008594;skp038724;Den Haag (nl);[Amsterdam (nl)];1643-01-16
skp038724;skp008594;Amsterdam (nl);[Den Haag (nl)];1643-01-19
skp023913;skp008594;Liège (be);[Den Haag (nl)];1643-01-20
skp039071;skp008594;Utrecht (nl);[Den Haag (nl)];1643-01-21
skp019713;skp008594;Zierikzee (nl);[Den Haag (nl)];1643-01-22
skp017642;skp008594;Leiden (nl);[Den Haag (nl)];1643-01-23
skp008594;skp017199;Den Haag (nl);[Herck (be)];1643-01-26
skp040141;skp008594;Rolde (nl);[Den Haag (nl)];1643-01-26
skp019713;skp008594;Middelburg (nl);[Den Haag (nl)];1643-01-27
skp004779;skp008594;Den Haag (nl);[Den Haag (nl)];1643-01-31
skp019146;skp008594;København (dk);[Den Haag (nl)];1643-02-09
skp003771;skp008594;?;[Den Haag (nl)];1643-02-14
epist0019;skp008594;Utrecht (nl);[Den Haag (nl)];1643-02-16
skp008594;skp042090;Den Haag (nl);?;1643-02-16
skp008594;skp014490;[Den Haag (nl)];[Leiden (nl)];1643-02-17
skp008894;skp008594;Middelburg (nl);[Den Haag (nl)];1643-02-17
epist0040;skp008594;Köln (de);[Den Haag (nl)];1643-02-17
skp002959;skp008594;[Den Haag (nl)];[Den Haag (nl)];1643-02-21
skp003286;skp008594;Utrecht (nl);[Den Haag (nl)];1643-02-24
skp008559;skp008594;Vaassen (nl);[Den Haag (nl)];1643-02-25
skp012029;skp008594;Leuven (be);[Den Haag (nl)];1643-02-25
skp034366;skp008594;Diest (be);[Den Haag (nl)];1643-03-05
epist0118;skp008594;Saint-Brice (fr);[Den Haag (nl)];1643-03-17
epist0307;skp008594;Arnhem (nl);[Den Haag (nl)];1643-03-21
skp019146;skp008594;Stockholm (se);[Den Haag (nl)];1643-03-21
skp019146;skp008594;Stockholm (se);[Den Haag (nl)];1643-03-27
skp024540;skp008594;Haarlem (nl);[Den Haag (nl)];1643-04-10
epist0442;skp008594;[Heille (nl)];[Den Haag (nl)];1643-04-11
skp027360;skp008594;Utrecht (nl);[Voorburg (nl)];1643-04-12
skp023913;skp008594;Amsterdam (nl);[Honselersdijk (nl)];1643-04-18
skp008594;skp038724;Den Haag (nl);[Amsterdam (nl)];1643-04-20
skp008594;skp003115;Den Haag (nl);?;1643-04-22
epist0025;skp008594;Delft (nl);[Den Haag (nl)];1643-04-24
skp038724;skp008594;Amsterdam (nl);[Den Haag (nl)];1643-04-25
skp027241;skp008594;Middelburg (nl);[Den Haag (nl)];1643-04-27
skp022027;skp008594;Rheinberg (de);[Den Haag (nl)];1643-04-27
skp012029;skp008594;Leuven (be);[Den Haag (nl)];1643-04-28
skp027241;skp008594;?;?;1643-04~
skp027241;skp008594;Dordrecht (nl);[Den Haag (nl)];1643-05-01
skp017696;skp008594;Brussel (be);[Den Haag (nl)];1643-05-02
skp025648;skp008594;Genève (ch);[Den Haag (nl)];1643-05-02
skp003148;skp008594;?;[Den Haag (nl)];1643-05-03
skp008594;epist0442;Den Haag (nl);[Heille (nl)];1643-05-03
skp017696;skp008594;Brussel (be);[Den Haag (nl)];1643-05-06
skp027241;skp008594;Arnhem (nl);[Den Haag (nl)];1643-05-12
skp024540;skp008594;Haarlem (nl);[Den Haag (nl)];1643-05-14
epist0418;skp008594;Arnhem (nl);[Den Haag (nl)];1643-05-15
skp000684;skp008594;Leiden (nl);[Den Haag (nl)];1643-05-15
skp024239;skp008594;[Amsterdam (nl)];[Den Haag (nl)];1643-05-16
epist0418;skp008594;Nijmegen (nl);[Den Haag (nl)];1643-05-17
skp041934;skp008594;[Zwolle (nl)];[Den Haag (nl)];1643-05-25
skp042379;skp008594;Leuven (be);[Breda (nl)];1643-05-27
skp013626;skp008594;Haarlem (nl);[Breda (nl)];1643-05-27
skp002959;skp008594;Den Haag (nl);[Breda (nl)];1643-05-30
skp023913;skp008594;Den Haag (nl);[Breda (nl)];1643-06-01
skp010055;skp008594;Den Haag (nl);[Den Bosch (nl)];1643-06-02
epist0435;skp008594;Culemborg (nl);[Den Bosch (nl)];1643-06-02
skp008594;skp017696;Heerewaarden, Fort Voorne (nl);[Brussel (be)];1643-06-04
skp021967;skp008594;Heerewaarden, Fort St. Andries (nl);[Heerewaarden, Fort Voorne (nl)];1643-06-05
skp039823;skp008594;Rotterdam (nl);[Buren (nl)];1643-06-08
skp016193;skp008594;Den Bosch (nl);[Buren (nl)];1643-06-09
skp010055;skp008594;Den Haag (nl);[Buren (nl)];1643-06-10
skp008594;skp010055;Buren (nl);[Den Haag (nl)];1643-06-12
skp039823;skp008594;Rotterdam (nl);[Buren (nl)];1643-06-15
skp017696;skp008594;[Brussel (be)];[Buren (nl)];1643-06-16
skp010055;skp008594;Den Haag (nl);[Buren (nl)];1643-06-16
skp010055;skp008594;[Den Haag (nl)];[Buren (nl)];1643-06-17
skp013912;skp008594;Demen (nl);[Buren (nl)];1643-06-18
skp008594;skp031260;Heerewaarden, Fort Voorne (nl);[Den Haag (nl)];1643-06-19
skp010055;skp008594;Den Haag (nl);[Heerewaarden, Fort Voorne (nl)];1643-06-19
skp008594;skp019317;Heerewaarden, Fort Voorne (nl);?;1643-06-19
skp027241;skp008594;Kille (nl);[Zaltbommel (nl)];1643-06-20
skp042379;skp008594;Leuven (be);[Zaltbommel (nl)];1643-06-20
skp008594;skp002690;[Zuilichem (nl)];[Buren (nl)];1643-06-21
skp008594;skp024540;Heerewaarden, Fort Voorne (nl);[Haarlem (nl)];1643-06-21
skp003156;skp008594;Breda (nl);[Zuilichem (nl)];1643-06-21
skp008302;skp008594;Den Haag (nl);[Ooltgensplaat (nl)];1643-06-22
skp008594;skp002690;Bergen op Zoom (nl);[Buren (nl)];1643-06-24
skp019342;skp008594;Den Haag (nl);[Kuitaart (nl)];1643-06-25
skp008594;skp002690;Kuitaart (nl);[Buren (nl)];1643-06-26
skp039823;skp008594;Rotterdam (nl);[Kuitaart (nl)];1643-06-27
epist0046;skp008594;?;[Philippine (nl)];1643-06~
skp008594;skp002690;Kuitaart (nl);[Buren (nl)];1643-06-29
skp008594;skp017696;Kuitaart (nl);[Brussel (be)];1643-06-29
skp039823;skp008594;Rotterdam (nl);[Kuitaart (nl)];1643-06-30
skp008594;skp002690;Kuitaart (nl);[Buren (nl)];1643-06-30
skp008594;skp002690;Philippine (nl);[Buren (nl)];1643-07-02
skp008594;skp002690;Assenede (be);[Buren (nl)];1643-07-04
skp039823;skp008594;Rotterdam (nl);[Assenede (be)];1643-07-04
skp008594;skp002690;Assenede (be);[Buren (nl)];1643-07-06
skp008594;skp031260;Assenede (be);[Den Haag (nl)];1643-07-06
skp002690;skp008594;Buren (nl);[Assenede (be)];1643-07-07
skp014163;skp008594;[Assenede (be)];[Assenede (be)];1643-07-08
skp008594;skp002690;Assenede (be);[Buren (nl)];1643-07-08
skp010055;skp008594;Den Haag (nl);[Assenede (be)];1643-07-08
skp008594;skp012029;Assenede (be);[Leuven (be)];1643-07-08
skp008594;skp002690;Assenede (be);[Buren (nl)];1643-07-10
skp008302;skp008594;Paris (fr);[Assenede (be)];1643-07-11
skp008594;skp016458;Assenede (be);?;1643-07-11
skp010055;skp008594;Den Haag (nl);[Assenede (be)];1643-07-12
skp008594;skp002690;Assenede (be);[Buren (nl)];1643-07-13
skp008594;skp010515;Assenede (be);[Den Haag (nl)];1643-07-14
skp008594;skp002690;Assenede (be);[Buren (nl)];1643-07-16
skp008594;skp002690;Assenede (be);[Buren (nl)];1643-07-16
skp008302;skp008594;Paris (fr);[Assenede (be)];1643-07-18
skp008594;skp002690;Assenede (be);[Buren (nl)];1643-07-18
epist0166;skp008594;?;?;1643?
epist0195;skp008594;Den Haag (nl);[Assenede (be)];1643-07-20
skp019342;skp008594;Den Haag (nl);[Assenede (be)];1643-07-20
skp038300;skp008594;Den Haag (nl);[Assenede (be)];1643-07-20
skp008594;skp053485;Assenede (be);[Teylingen (nl)];1643-07-20
skp009501;skp008594;Geertruidenberg (nl);[Assenede (be)];1643-07-21
skp008594;skp002690;Assenede (be);[Buren (nl)];1643-07-21
skp017199;skp008594;Brussel (be);[Assenede (be)];1643-07-21
skp008594;skp002690;Assenede (be);[Buren (nl)];1643-07-22
skp008594;epist0195;Assenede (be);[Den Haag (nl)];1643-07-24
skp008594;skp002690;Assenede (be);[Buren (nl)];1643-07-24
skp010055;skp008594;Den Haag (nl);[Assenede (be)];1643-07-24
skp024239;skp008594;Amsterdam (nl);[Assenede (be)];1643-07-24
skp008594;skp002690;Assenede (be);[Buren (nl)];1643-07-26
epist0195;skp008594;Den Haag (nl);[Assenede (be)];1643-07-26
skp008594;skp042379;[Assenede (be)];[Leuven (be)];1643-07-27
skp008594;skp017696;[Assenede (be)];[Brussel (be)];1643-07-27
skp008594;skp002690;Assenede (be);[Buren (nl)];1643-07-29
skp033818;skp008594;Gent (be);[Assenede (be)];1643-07-30
skp008594;skp002690;Assenede (be);[Buren (nl)];1643-07-30
skp016458;skp008594;Den Haag (nl);[Assenede (be)];1643-07-31
skp023842;skp008594;Den Haag (nl);[Assenede (be)];1643-08-01
skp008594;skp002690;Assenede (be);[Den Haag (nl)];1643-08-01
skp008302;skp008594;Paris (fr);[Assenede (be)];1643-08-01
skp002730;skp008594;Den Haag (nl);[Assenede (be)];1643-08-01
skp033493;skp008594;Middelburg (nl);[Assenede (be)];1643-08-01
skp039823;skp008594;Middelburg (nl);[Assenede (be)];1643-08-02
skp008594;skp002690;Assenede (be);[Den Haag (nl)];1643-08-03
epist0347;skp008594;Dunkerque (fr);[Assenede (be)];1643-08-04
skp008594;skp002690;Assenede (be);[Den Haag (nl)];1643-08-05
skp027241;skp008594;Middelburg (nl);[Assenede (be)];1643-08-05
skp039823;skp008594;Boekhoute (be);[Assenede (be)];1643-08-05
epist0077;skp008594;Den Haag (nl);[Assenede (be)];1643-08-05
skp039823;skp008594;Boekhoute (be);[Assenede (be)];1643-08-06
skp010055;skp008594;Den Haag (nl);[Assenede (be)];1643-08-06
skp008594;skp002959;Assenede (be);[Den Haag (nl)];1643-08-07
skp008719;skp008594;Dordrecht (nl);[Assenede (be)];1643-08-07
skp009010;skp008594;Dordrecht (nl);[Assenede (be)];1643-08-07
skp008594;skp002690;Assenede (be);[Den Haag (nl)];1643-08-08
skp008594;skp053485;[Assenede (be)];[Teylingen (nl)];1643-08-08
skp008594;skp002690;Assenede (be);[Den Haag (nl)];1643-08-09
skp010055;skp008594;Den Haag (nl);[Assenede (be)];1643-08-09
skp008594;skp002690;Assenede (be);[Den Haag (nl)];1643-08-10
skp008594;skp002690;Assenede (be);[Den Haag (nl)];1643-08-11
skp002959;skp008594;Den Haag (nl);[Assenede (be)];1643-08-11
skp008594;skp006847;Assenede (be);[Amsterdam (nl)];1643-08-12
skp039823;skp008594;Philippine (nl);[Assenede (be)];1643-08-13
skp008594;skp002690;Assenede (be);[Den Haag (nl)];1643-08-13
epist0347;skp008594;Gent (be);[Assenede (be)];1643-08-14
skp008594;skp002959;Assenede (be);[Den Haag (nl)];1643-08-15
skp008594;skp002690;Assenede (be);[Den Haag (nl)];1643-08-15
skp008594;skp002690;Assenede (be);[Den Haag (nl)];1643-08-16
skp008594;skp002690;Assenede (be);[Den Haag (nl)];1643-08-18
skp008594;skp008595;Assenede (be);[Den Haag (nl)];1643-08-19
skp023842;skp008594;Den Bosch (nl);[Assenede (be)];1643-08-19
skp008594;skp002690;Assenede (be);[Den Haag (nl)];1643-08-21
skp033818;skp008594;Gent (be);[Assenede (be)];1643-08-21
skp008594;skp006847;Assenede (be);[Amsterdam (nl)];1643-08-21
skp010055;skp008594;Den Haag (nl);[Assenede (be)];1643-08-21
skp002959;skp008594;Den Haag (nl);[Assenede (be)];1643-08-22
skp010055;skp008594;Den Haag (nl);[Goes (nl)];1643-08-23
skp008594;skp002690;Bergen op Zoom (nl);[Den Haag (nl)];1643-08-24
skp008594;skp002690;Bergen op Zoom (nl);[Den Haag (nl)];1643-08-24
skp039643;skp008594;Zutphen (nl);[Bergen op Zoom (nl)];1643-08-25
skp008594;skp002690;Bergen op Zoom (nl);[Den Haag (nl)];1643-08-26
skp001987;skp008594;Willemstad (nl);[Bergen op Zoom (nl)];1643-08-28
skp008594;skp002690;Bergen op Zoom (nl);[Den Haag (nl)];1643-08-29
skp010055;skp008594;Den Haag (nl);[Bergen op Zoom (nl)];1643-08-30
epist0435;skp008594;Culemborg (nl);[Bergen op Zoom (nl)];1643-08-31
skp008594;skp002690;Bergen op Zoom (nl);[Den Haag (nl)];1643-09-02
skp023842;skp008594;Den Bosch (nl);[Bergen op Zoom (nl)];1643-09-02
skp008594;skp002690;Bergen op Zoom (nl);[Den Haag (nl)];1643-09-04
skp008594;skp002690;Bergen op Zoom (nl);[Den Haag (nl)];1643-09-04
epist0418;skp008594;Den Haag (nl);[Bergen op Zoom (nl)];1643-09-04
skp008594;skp002690;Bergen op Zoom (nl);[Den Haag (nl)];1643-09-05
skp017696;skp008594;Brussel (be);[Bergen op Zoom (nl)];1643-09-05
epist0401;skp008594;Tiel (nl);[Bergen op Zoom (nl)];1643-09-06
skp038724;skp008594;Muiden (nl);[Bergen op Zoom (nl)];1643-09-07
skp008594;skp002690;Bergen op Zoom (nl);[Den Haag (nl)];1643-09-08
epist0019;skp008594;?;[Dordrecht (nl)];1643-09-09
epist0019;skp008594;?;[Dordrecht (nl)];1643-09-09
skp008594;skp002690;Bergen op Zoom (nl);[Den Haag (nl)];1643-09-10
skp044724;skp008594;Den Haag (nl);[Bergen op Zoom (nl)];1643-09-11
skp008594;skp002690;Bergen op Zoom (nl);[Den Haag (nl)];1643-09-13
epist0259;skp008594;Culemborg (nl);[Bergen op Zoom (nl)];1643-09-13
epist0257;skp008594;Naarden (nl);?;1643-09-14
skp011535;skp008594;Valdivia (cl);?;1643-09-14
epist0401;skp008594;Tiel (nl);?;1643-09-15
skp022016;skp008594;Heusden (nl);?;1643-09-21
skp018176;skp008594;Groningen (nl);[Den Haag (nl)];1643-09-23
skp036948;skp008594;Bergen op Zoom (nl);[Den Haag (nl)];1643-09-29
skp040330;skp008594;Zwolle (nl);[Den Haag (nl)];1643-10-14
skp027360;skp008594;Maastricht (nl);[Den Haag (nl)];1643-10-20
skp044724;skp008594;Zwolle (nl);[Den Haag (nl)];1643-10-21
skp019691;skp008594;Reek (nl);[Den Haag (nl)];1643-10-22
skp008594;skp006847;Den Haag (nl);[Amsterdam (nl)];1643-10-25
skp039626;skp008594;Amersfoort (nl);[Den Haag (nl)];1643-10-27
skp027360;skp008594;Maastricht (nl);[Den Haag (nl)];1643-10-31
skp023913;skp008594;Den Bosch (nl);[Den Haag (nl)];1643-11-04
skp025648;skp008594;Genève (ch);[Den Haag (nl)];1643-11-06
skp018477;skp008594;Paris (fr);[Den Haag (nl)];1643-11-09
skp017696;skp008594;Brussel (be);[Den Haag (nl)];1643-11-07
skp002959;skp008594;[Den Haag (nl)];[Den Haag (nl)];1643-11-14
skp023913;skp008594;Liège (be);[Den Haag (nl)];1643-11-17
skp017816;skp008594;Paris (fr);[Den Haag (nl)];1643-11-20
skp019237;skp008594;Paris (fr);[Den Haag (nl)];1643-11-21
skp024540;skp008594;[Haarlem (nl)];[Den Haag (nl)];1643-11-22
skp023913;skp008594;Liège (be);[Den Haag (nl)];1643-11-24
skp011643;skp008594;?;[Den Haag (nl)];1643-11?
skp008594;skp033856;[Den Haag (nl)];[Paris (fr)];1643-11-29
skp008594;skp018477;[Den Haag (nl)];[Paris (fr)];1643-11-29
skp004689;skp008594;Groningen (nl);[Den Haag (nl)];1643-12-03
skp016522;skp008594;Amsterdam (nl);[Den Haag (nl)];1643-12-06
skp024540;skp008594;[Haarlem (nl)];[Den Haag (nl)];1643-12-07
skp023913;skp008594;Liège (be);[Den Haag (nl)];1643-12-08
skp033494;skp008594;Amsterdam (nl);[Den Haag (nl)];1643-12-10
skp012029;skp008594;Leuven (be);[Den Haag (nl)];1643-12-21
skp033856;skp008594;Paris (fr);[Den Haag (nl)];1643-12-26
skp022027;skp008594;Rheinberg (de);[Den Haag (nl)];1644-01-02
skp053480;skp008594;[Den Haag (nl)];[Den Haag (nl)];1644-01-03
skp008594;skp033856;Den Haag (nl);[Paris (fr)];1644-01-04
epist0038;skp008594;Düren, Gürzenich (de);[Den Haag (nl)];1644-01-05
